finding_id,run_id,matched_pair_id,repository,provider,model,path,start_line,end_line,category,severity,word_count,content_sha256,excerpt,has_suggestion,has_existing_code,duplicate_group,is_duplicate_or_rephrase,semantic_overlap_group,adjudication,usefulness,context_status,action_status,no_action_reason,action_evidence,source_path,source_sha256
QZL-011,QZL,,vybestack/llxprt-luther,Z.ai,GLM-5.2,workflow/src/daemon/poller.rs,0,0,maintainability,low,59,80c79d929cdf08095d2268dd6f4f04f92c1ac48b8c13edff5ec7e0ff9b32a1a5,"`PollApplyError::Persistence(e)` is converted to `rusqlite::Error::ToSqlConversionFailure` using `e.to_string()`, which loses the underlying error source chain. Since `PersistenceError` is `#[from]`-wrapped and may itself wrap I/O or serial",yes,yes,,no,,not_adjudicated,low,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue131.log,3e869fa7173fe68c22b6733445c17bbc5b1c0e68f0ddc404cf33fd18208be528
QZL-012,QZL,,vybestack/llxprt-luther,Z.ai,GLM-5.2,workflow/src/persistence/leases.rs,0,0,bug,high,30,567e74f4eadad7133568f4d6b9f0858a5ef1624df0af1c2af21c07df7dbd813d,"The parameter was renamed to `_record` but the function body still uses `record`, which is undefined and will cause a compilation error. Change `&record` to `&_record` in the `PollDecision::ready` call.",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue131.log,3e869fa7173fe68c22b6733445c17bbc5b1c0e68f0ddc404cf33fd18208be528
QZL-013,QZL,,vybestack/llxprt-luther,Z.ai,GLM-5.2,workflow/src/persistence/leases.rs,364,419,bug,medium,65,3dac275a2f426fe615985cef86b8fc4a667d823f1af61427c78e70ddf795b6ca,"This error is returned when `get_run_with_conn` returns `None` (run metadata missing), but the error message says ""wait-state ... was concurrently removed or already transitioned"", which is misleading. The error variant name and message sho",yes,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue131.log,3e869fa7173fe68c22b6733445c17bbc5b1c0e68f0ddc404cf33fd18208be528
QZL-014,QZL,,vybestack/llxprt-luther,Z.ai,GLM-5.2,workflow/src/persistence/leases.rs,434,434,bug,high,40,1215af25c8ff75728f266e0facefad7a31184ad2718f17d41621a7f71f0f1268,"The function returns `Result<(), rusqlite::Error>` but the final line returns `Ok(summary)` where `summary` is `&mut RunSummary`. This is a type mismatch that will prevent compilation. The function should return `Ok(())` since `summary` is ",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue131.log,3e869fa7173fe68c22b6733445c17bbc5b1c0e68f0ddc404cf33fd18208be528
QSJ-001,QSJ,,vybestack/llxprt-jefe,StepFun,Step-3.7-Flash,src/app_input/agent_lifecycle_ops.rs,141,169,performance,high,62,09e18741290cb31449a4af75f7b519cdd1408837477a3ec1e471d7e480add87a,"`relaunch_runtime_session` holds the context mutex guard across `std::thread::sleep(REMOTE_ATTACH_SETTLE_DELAY)` and `attach_relaunched_session`, blocking all other operations that need `SharedContext` for the full sleep duration. In an int",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc
QSJ-002,QSJ,,vybestack/llxprt-jefe,StepFun,Step-3.7-Flash,src/app_input/transient_persistence_tests.rs,18,19,test,medium,93,296a88424c8935b2fbd2ea140ae8cfad37d082e8878b210414a61692f6d816cd,"This test verifies that `to_persisted_state` filters transient agents, but it does not validate the related projection logic: (1) `selected_agent_index` is adjusted when it points to a transient agent, and (2) `last_selected_agent_by_repo` ",no,no,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc
QSJ-003,QSJ,,vybestack/llxprt-jefe,StepFun,Step-3.7-Flash,src/domain/mod.rs,778,783,security,high,67,aa3e44809fa3c598701996939955b158e56f6fc405b8306179ab5c66e226a813,"`Agent::new_transient()` accepts an arbitrary `work_dir: PathBuf` without validating that it is contained under `repo.effective_transient_dir()`. If callers rely on this confinement for cleanup, sandboxing, or isolation, an attacker or bugg",no,no,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc
QSJ-004,QSJ,,vybestack/llxprt-jefe,StepFun,Step-3.7-Flash,src/domain/mod.rs,866,872,bug,medium,42,d5e08c2dae05d1d255435007b895b68fd22647d7778a625d985bc271b77a43ca,`Repository::effective_transient_dir()` hardcodes `$TMPDIR` as the fallback for an empty `transient_agent_dir`. This is Unix-specific; on Windows `$TMPDIR` typically does not exist. The crate already uses `std::env::temp_dir()` elsewhere for cros,no,no,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc
QSJ-005,QSJ,,vybestack/llxprt-jefe,StepFun,Step-3.7-Flash,src/domain/mod.rs,778,783,security,high,82,2813a9858b1e775c8db6a0744a320dc421832202ac330f172610a24eceafaabe,"`Agent::new_transient()` trusts the caller-provided `work_dir: PathBuf` without validating that it is actually under `repo.effective_transient_dir()`. If this constructor is ever reached with a path outside the repo’s transient tree, the ag",no,no,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc
QSJ-006,QSJ,,vybestack/llxprt-jefe,StepFun,Step-3.7-Flash,src/domain/mod.rs,866,872,bug,medium,35,ef46b9224d62d310a4075d0b7b9001e03d863a643c89b03b27dd6fda3f2b72c1,"`Repository::effective_transient_dir()` hardcodes `$TMPDIR` as the Unix-only fallback. The crate already uses `std::env::temp_dir()` elsewhere (e.g., tests, agent detection), so this breaks on Windows and other non-Unix environments. Replace `",no,no,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc
QSJ-007,QSJ,,vybestack/llxprt-jefe,StepFun,Step-3.7-Flash,src/app_input/transient_issue_send.rs,410,420,resource_leak,high,107,75be0a9c6c02478d27407e1c5142cf10cc9d3107086169aae88ee0a0ef794542,"`fail_transient_agent` removes the transient agent from `state.agents` but never deletes the temporary `work_dir`. Any failure path that calls `fail_transient_agent` (availability checks, target resolution, prep outcomes, etc.) leaves a par",no,no,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc
QSJ-008,QSJ,,vybestack/llxprt-jefe,StepFun,Step-3.7-Flash,src/app_input/transient_issue_send.rs,354,362,resource_leak,high,103,42bd4dd074a42bd6fab64091f65b26d9c51ec831c9b2f64a2dc18ee06cd633eb,"On spawn failure, this marks the transient agent as `Errored` and applies `SendToAgentFailed`, but never removes it from `state.agents`. These orphaned Errored transient agents accumulate in memory, remain visible in UI lists, and—depending",no,no,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc
QSJ-009,QSJ,,vybestack/llxprt-jefe,StepFun,Step-3.7-Flash,src/app_input/transient_issue_send.rs,263,267,correctness,medium,88,36fbe4caa55ff70108e92625ca5ba0bc86d2c23a6362c57faa24872808096f9e,"`check_transient_queue_capacity` returns `Some(queued)` when capacity is reached, and the queued path stores the computed `launch_sig`. However, if repository configuration changes between enqueue and dequeue (e.g., `default_agent_kind`, re",no,no,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc
QSJ-010,QSJ,,vybestack/llxprt-jefe,StepFun,Step-3.7-Flash,src/app_input/transient_issue_send.rs,359,361,maintainability,medium,79,78bd33aa65432d0da3553178e140a326a3a0a24faadc98da03fb4594f859414f,"When `spawn_and_attach_fresh_for_issue` returns false, the failure branch hardcodes `""Failed to launch transient agent""` and discards any diagnostic context. This makes transient launch failures opaque during debugging—users see a generic e",no,no,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc
QSJ-011,QSJ,,vybestack/llxprt-jefe,StepFun,Step-3.7-Flash,src/domain/tests.rs,555,564,documentation,low,43,e17d34e9ab34d106662b36b2d94474f1332018b5263499977b935a7efc513aa6,"Update the `effective_transient_dir()` doc comment to match the implementation: the fallback is the hardcoded `$TMPDIR` path, not the parent of `base_dir`. The current comment describes behavior that does not exist in the code, which will misl",yes,yes,,no,,not_adjudicated,low,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc
QSJ-012,QSJ,,vybestack/llxprt-jefe,StepFun,Step-3.7-Flash,src/domain/tests.rs,555,564,bug,medium,54,527715d59bf3a5795c651691dd8c4772db7d712063589aad446de09ac9368ce8,"`effective_transient_dir()` documentation says it defaults to the parent of `base_dir` when `transient_agent_dir` is empty, but the implementation actually returns `$TMPDIR`. This mismatch between the doc comment and runtime behavior will misl",yes,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc
QSJ-013,QSJ,,vybestack/llxprt-jefe,StepFun,Step-3.7-Flash,src/state/form_build.rs,0,0,bug,high,47,15a5208c109d5b82c9401a5dac2a786627bc298eb65484d84eff0b8e5d2d280c,"Copy-paste bug in the update path: `parse_transient_max_concurrent` is called with `&fields.transient_agent_dir` instead of `&fields.transient_max_concurrent`. Because a directory path is almost never a valid `u32`, parsing will fail and fa",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc
QSJ-014,QSJ,,vybestack/llxprt-jefe,StepFun,Step-3.7-Flash,src/state/form_build.rs,332,338,security,medium,53,7a978971066002129d374da816e63d64a7cc22dc38c067e2551345ad597565b1,"User-supplied `transient_agent_dir` is accepted without any path validation (no absolute-path requirement, no traversal check, no canonicalization, no symlink restriction). If this path is later used directly for directory creation or proce",no,no,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc
QSJ-015,QSJ,,vybestack/llxprt-jefe,StepFun,Step-3.7-Flash,src/state/form_build.rs,344,350,bug,medium,39,66f88be858998539dc190545f58b28b69bff2a6d7f82bda7fff41fedfdb80d4d,"`parse_transient_max_concurrent` silently maps any invalid input to `0` (including typos like `""abc""`). This masks user input errors and may lead to unexpected unlimited resource usage. Prefer surfacing a validation error to the user rather",no,no,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc
QSJ-016,QSJ,,vybestack/llxprt-jefe,StepFun,Step-3.7-Flash,src/state/form_build.rs,155,158,bug,medium,40,ef94d417c2033b59eddd927bd209cf655c6425796a566975772366908dad3d2d,"`default_code_puppy_yolo` is constructed as `None` during repository creation and is never assigned in `update_repository_from_fields`. If this field is meant to be user-configurable after creation, updates silently ignore changes to it, le",no,no,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc
QSJ-017,QSJ,,vybestack/llxprt-jefe,StepFun,Step-3.7-Flash,src/ui/screens/new_repository.rs,361,367,bug,medium,86,cf227037c862116e8c25421f19dd7218deabc3bf2d0dc77fc8445fe7a2e552c4,"This UI hint logic assumes that any non-empty, non-""0"" value will be accepted and used as the concurrency limit. However, `parse_transient_max_concurrent` silently coerces invalid input to `0` (`""-1""`/`""abc""` → `0`), so users typing non-num",no,no,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc
QSJ-018,QSJ,,vybestack/llxprt-jefe,StepFun,Step-3.7-Flash,src/state/transient_agent_tests.rs,141,149,test,medium,78,324ff9aa483de801c7f77e0983e4800c9740f7f420a7f1f80cdc69fd716c072e,"This test only validates downward navigation and clamping at the transient slot (index 2). It does not test upward navigation from the transient slot back to regular agents. If the up-navigation logic has an off-by-one error (e.g., clamping",no,no,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc
QSJ-019,QSJ,,vybestack/llxprt-jefe,StepFun,Step-3.7-Flash,src/state/transient_agent_tests.rs,0,0,test,medium,75,3c10b526a15f5079a770adb0bfbadada09817722c39c8ea13773a47002c1c46f,"These tests only cover two AppEvent variants: TransientAgentQueued (sets draft notice) and TransientAgentDequeued (clears it). The broader change introduces additional transient lifecycle events (e.g., TransientAgentStarted, TransientAgentC",no,no,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_review_294_stepfun.log,740d11f5e0e88764210ba5c2a07269fb19905901f57e1cfdd44891243c728ecc
QSL-001,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_followup_artifacts.rs,966,973,security,high,119,22c346eb50427e985ee9a29f057a640ae60cc82d4aa9716a55a4d7b10a112375,"The `sanitize_path_segment` function claims to prevent path traversal (including `..`) but allows `.` characters, so an input of `..` passes through unchanged. In `history_path`, `sanitize_path_segment(artifact_family)` is joined as a path ",no,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-002,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/config/workflows/llxprt-luther-dogfood-v1.toml,807,809,bug,high,81,d5b7779a635ac078fbdfb76b53c096f1e9653262d0d88acd828cfe948b8d41fd,"The new step parameters `max_remediation_attempts`, `max_validation_retries`, and `max_stale_artifact_retries` added to this step's config are never read in `failure_terminal.rs`. The executor only uses them indirectly via `retry_state`, bu",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-003,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/config/workflows/llxprt-issue-fix-v1.toml,754,754,correctness,high,91,58a3d06cb0807bee1b08b2a43fd9f1b647f58db522d9886f50173a9b45112b1e,"Concurrent validation writes can fail non-deterministically with no recovery path. `record_validation` snapshots `validation_source_id` before acquiring the lock, then rejects the write if another executor advanced it in between. Because ca",no,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-004,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation.rs,961,964,bug,high,113,558aa8098b042ad6d30178580d7a679271c880c3203bf7e415beb431c81e23e7,"Crash-safety gap: if `run.invoke()`, `run.handle_result_state()`, or `run.write_llxprt_run_artifact()` returns an error, `run.complete_launch(clock)?` is never called. The retry state remains stuck in `LaunchPhase::Launched` permanently. Th",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-005,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation.rs,2105,2107,bug,high,73,e6a84b46c6ccbabc52cf255fa0799cd8aae00baae451da450177795eab363edb,"`engine_retry_state_present` is computed as `retry_state.is_some()` without checking whether the persisted retry state's `validation_source_id` matches the current result. When a stale retry state exists from a previous validation, `unsucce",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-006,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_followup_artifacts/terminal_write.rs,119,123,bug,high,82,49542fe8cb7820538b22ea493cacf6fa27f0cf044c62872bdf6638675e0e360a,"`read_current_failure_candidates` propagates `binding_from_value(&value)?` on each current artifact, so a single malformed canonical artifact causes the entire candidate set to be abandoned. The sibling `recover_sequence_state_from_history`",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-007,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/config/workflows/llxprt-issue-fix-v1.toml,753,755,correctness,medium,93,f20c39aa23f21606805c2349cec1f9af517f30242837a8ac77d6f1a08c948d9c,"Persisted retry counters can exceed a tightened configured budget, causing recovery to hard-fail on replay/restart. `validate_state_invariants` rejects any recovered state where counters exceed the persisted budget, but the persisted budget",no,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-008,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/config/workflows/llxprt-issue-fix-v1.toml,755,755,correctness,medium,56,23a8f891c801c054fd9389be7b3addc7c9b755e4d540d4e661ebf4d853eb0b89,"Stale-scope classification ignores top-level retry fields when `retry_scope` is absent. The optional-field comparison only falls back to top-level fields if `retry_scope` exists, so a malformed result with top-level stale counters but no ne",no,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-009,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_followup_artifacts/terminal_write.rs,119,123,bug,high,79,28bcbe50eb83a611d48a30ea3ea366a9721cdf664e6508f820e7875549571cd1,"In `read_current_failure_candidates`, `binding_from_value(&value)?` propagates a single malformed current artifact as a terminal failure for the entire candidate enumeration. This contradicts the explicit best-effort design of the sibling `",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-010,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation/failure_terminal.rs,413,443,bug,high,116,74ae99a421c1a8de83bee7472e9822a885172b7f900860ec453c3b9a8b0dd2d8,"`republish_recovered_state` documents that store-injected provenance metadata (`artifact_sequence`, `write_sequence`, `history_metadata`) must be preserved, and the raw history JSON is read for exactly that reason. However, when `find_raw_h",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-011,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation/failure_terminal.rs,0,0,bug,high,86,d20bedf35827b0677c1753b9d529129474a24166c34f662a46c18ea2f182e346,"`quarantine_corrupt_retry_state` and `read_existing_terminal` perform check-then-act file operations without synchronization. Two concurrent terminal executions can both see `path.exists()`, then one wins the `fs::rename` while the other fa",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-012,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation/failure_terminal.rs,344,356,bug,medium,52,af4bbaf011fbb5d39dfee028c42f7737c9c0110d69ad8353c94d1122fe2bbae9,`collect_history_jsons` recursively traverses directories without checking for symbolic links. A circular symlink in the history directory causes infinite recursion and stack overflow. Add `std::fs::symlink_metadata` + `file_type().is_symli,yes,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-013,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation/failure_terminal.rs,609,616,bug,medium,70,8d58fd16837b644609c6da17f05edf5e8a6b853b71e852bce6f05b77a5f50d75,"`select_failure_source` swallows every error from `store.read_current_failure_candidates` and returns `NoCandidates`. That function can fail on I/O errors (permission denied, disk full, path too long), which are then masked as ""no candidate",yes,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-014,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_followup_artifacts/terminal_write.rs,119,123,bug,high,96,d723cbe02af2cc7f72824f2ff95bdb27fc5eb40c1848679e37a5e9004a8f07b1,"In `read_current_failure_candidates`, `binding_from_value(&value)?` propagates any parse error from a single malformed current artifact as a terminal failure for the entire candidate enumeration. This contradicts the sibling `recover_sequen",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-015,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/tests/e2e_workflow_integration.rs,1587,1596,bug,medium,77,9b9d45e720e024e0a282e27a6354bde54112432c2dec15c060bbe5510e84b0b1,"The test incorrectly panics when a step exists but has no parameters. The `unwrap_or_else` conflates two distinct cases: (1) step not found, and (2) parameters are `None`. In case (2), the assertion should trivially pass because no paramete",yes,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-016,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation/validation_retry.rs,143,148,security,high,57,edb63bf71e908e4b64458edd73741bb5b6ca3145e6ef77e29936f034be6de215,`record_validation_transition` uses agent-supplied `validation_retry_index` in the `ValidationTransition` instead of the engine-controlled `ctx.state.counters.validation_retry_index`. This allows a malicious or buggy agent to manipulate ret,yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-017,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation/validation_retry.rs,100,111,security,medium,58,180edcccbec99d628e6e758549cc12fc64726784972daf2c2bd2d65d03b23079,"Missing immutable provenance fields silently default to `0` or empty string. If `artifact_sequence`, `write_sequence`, or `producer_step_id` are unexpectedly absent (artifact corruption, buggy producer), different payloads can collide on th",yes,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-018,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation/stale_scope.rs,185,191,bug,high,67,7f75555fb8778071560f5c5c772fbbbb7bf476af50bd78fc35d8365b7f636ca2,"`resolve_retry_state` treats a missing `pr-remediation-plan` as absent state and returns `Ok(None)`. But the retry scoping code already falls back from a missing/partial plan to workflow parameters, so the plan should not be a hard prerequi",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-019,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation/validation_retry.rs,160,181,maintainability,medium,64,54d953c235f7465e18a9f3f704cb678714ced05338ba6cc23f1d451418c7c2eb,"The diagnostic JSON exposes agent-authored retry counters (`remediation_attempt_index`, `max_remediation_attempts`, `validation_retry_index`, `max_validation_retries`). Since `project_engine_retry_state` overwrites the result with engine-co",yes,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-020,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation/validation_retry.rs,30,32,maintainability,low,44,af0e10e8d910225d4a272ddcaca7ec6dc92a70f8ea3e11039df1b2a3de765005,This `expect` is unreachable: the preceding `if !result.is_object()` block replaces non-objects with `json!({})`. The `expect` is dead code that could mask future regressions if the logic is modified. Remove it or replace it with an asserti,yes,yes,,no,,not_adjudicated,low,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-021,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation/retry_state.rs,871,885,bug,high,74,c8ad450ba0d787d44008b478119dbd62f7a6431b63c6f80dd46a67c33d65a0bc,"Logic inversion in lease-expiry fallback: when `clock.now_rfc3339()` returns an invalid timestamp, the function returns `false` (lease NOT expired). This is the opposite of the safe default. If the system clock is misconfigured or returns m",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
